epoch,losses_per_batch,avg_tl_batch_train,avg_tl_epoch_train,avg_tl_epoch_val
10,"[-1.7026138305664062, -1.731724500656128, -2.041832447052002, -1.8991334438323975, -2.0744473934173584, -1.785631537437439, -1.4730396270751953, -2.13445782661438, -2.212834358215332, -1.4051494598388672, -1.4837572574615479, -2.409226894378662, -1.1965774297714233, -1.7127296924591064, -1.7790703773498535, -1.612624168395996, -1.0104182958602905, -1.4290506839752197, -1.4756815433502197, -1.4138386249542236, -1.649097204208374, -1.5385222434997559, -1.4455323219299316, -1.7441853284835815, -1.3229856491088867, -1.4535765647888184, -1.313050627708435, -1.2944053411483765, -1.6630311012268066, -1.296454906463623, -1.568631887435913, -1.00490403175354]","[7.516980171203613, 7.474315643310547, 7.504685401916504, 7.449225425720215, 7.467536449432373, 7.478147506713867, 7.460940837860107, 7.508152961730957, 7.447793960571289, 7.553659439086914, 7.401002883911133, 7.541889190673828, 7.511772632598877, 7.551700115203857, 7.5023651123046875, 7.489039421081543, 7.461073398590088, 7.4394989013671875, 7.504552841186523, 7.379258632659912, 7.446994304656982, 7.5299882888793945, 7.432138442993164, 7.419912815093994, 7.422547340393066, 7.4262471199035645, 7.408999919891357, 7.442779541015625, 7.431571960449219, 7.440455436706543, 7.458873271942139, 7.408956527709961]",7.467403411865234,7.234963417053223
11,"[-1.6887468099594116, -2.009408950805664, -1.738928198814392, -1.5771974325180054, -1.8639882802963257, -1.905930757522583, -1.2570655345916748, -1.7331966161727905, -1.2169556617736816, -1.119123935699463, -1.2805777788162231, -1.7104840278625488, -1.308467149734497, -1.4215950965881348, -1.4419467449188232, -1.5924396514892578, -2.0242981910705566, -1.9577850103378296, -1.877542495727539, -1.5274440050125122, -1.486687421798706, -1.7903802394866943, -1.3524129390716553, -1.4320638179779053, -1.224798321723938, -1.145674467086792, -1.3638708591461182, -1.443814754486084, -1.0101072788238525, -1.0569974184036255, -1.419295310974121, -1.0261726379394531]","[7.415987968444824, 7.526751518249512, 7.37044095993042, 7.459003925323486, 7.517510414123535, 7.453197956085205, 7.4165239334106445, 7.4039998054504395, 7.481473445892334, 7.4500627517700195, 7.458885669708252, 7.365866661071777, 7.377781867980957, 7.359045028686523, 7.51029109954834, 7.431648254394531, 7.360019683837891, 7.383595943450928, 7.393729209899902, 7.465464115142822, 7.388909339904785, 7.417544841766357, 7.460178375244141, 7.433768272399902, 7.4377031326293945, 7.36091947555542, 7.458184242248535, 7.403994083404541, 7.373576641082764, 7.373715400695801, 7.310434341430664, 7.46656608581543]",7.420379638671875,7.187470436096191
12,"[-1.6670992374420166, -1.7088923454284668, -1.3076410293579102, -1.7750741243362427, -1.5241748094558716, -1.542751669883728, -1.2062290906906128, -1.7928179502487183, -2.032925605773926, -1.579285740852356, -1.5926834344863892, -1.7430222034454346, -2.2210683822631836, -1.5566518306732178, -1.656274676322937, -1.1727325916290283, -1.054068922996521, -1.3470478057861328, -1.3171203136444092, -1.1943835020065308, -1.6083800792694092, -1.2508468627929688, -0.7812914848327637, -1.7333546876907349, -1.0969606637954712, -1.1962640285491943, -1.5659358501434326, -1.3586585521697998, -1.5028280019760132, -1.5249569416046143, -1.2490825653076172, -2.6635005474090576]","[7.4722981452941895, 7.418247222900391, 7.397452354431152, 7.417372703552246, 7.374269485473633, 7.408556938171387, 7.406596660614014, 7.419281959533691, 7.526813507080078, 7.378228187561035, 7.321628570556641, 7.421708106994629, 7.433283805847168, 7.400177001953125, 7.299042701721191, 7.335356712341309, 7.386456489562988, 7.321684837341309, 7.299393177032471, 7.32625675201416, 7.393712043762207, 7.341399669647217, 7.326949596405029, 7.372274875640869, 7.34566593170166, 7.30898904800415, 7.416659355163574, 7.39821720123291, 7.367353439331055, 7.476863861083984, 7.364036560058594, 7.4342451095581055]",7.383513450622559,7.1865553855896
13,"[-2.0484390258789062, -1.8016791343688965, -1.518904447555542, -1.1479045152664185, -1.3571252822875977, -1.334406852722168, -1.7325915098190308, -1.425973653793335, -1.2662429809570312, -1.3172261714935303, -1.5817453861236572, -1.1412692070007324, -1.6846647262573242, -2.0657999515533447, -1.566612958908081, -1.0095603466033936, -0.9954208135604858, -0.8471065759658813, -1.3284950256347656, -0.9279667735099792, -0.9745055437088013, -1.1407766342163086, -1.6079626083374023, -1.170289158821106, -1.5951502323150635, -0.9182682037353516, -0.6875963807106018, -1.4023098945617676, -1.0725889205932617, -0.876362681388855, -0.9797869324684143, -1.501028060913086]","[7.402926445007324, 7.375608444213867, 7.301451683044434, 7.355740070343018, 7.36204719543457, 7.305565357208252, 7.294044494628906, 7.302426815032959, 7.377292156219482, 7.308806419372559, 7.343592166900635, 7.382177352905273, 7.3771796226501465, 7.3351922035217285, 7.406401634216309, 7.347175598144531, 7.385785102844238, 7.326539039611816, 7.29053258895874, 7.367417335510254, 7.326285362243652, 7.408226490020752, 7.375420570373535, 7.326784133911133, 7.379417419433594, 7.301878452301025, 7.327577590942383, 7.277975082397461, 7.376059532165527, 7.351311683654785, 7.34732723236084, 7.345980644226074]",7.346645832061768,7.150086879730225
14,"[-1.29506516456604, -1.0715007781982422, -1.3135885000228882, -1.1378732919692993, -1.1641652584075928, -1.2019426822662354, -1.254906415939331, -1.506474494934082, -1.1895501613616943, -0.8343145847320557, -1.0206619501113892, -1.3818838596343994, -1.515487551689148, -0.8915473222732544, -0.8851500749588013, -0.9877297282218933, -1.0585100650787354, -0.7176551818847656, -0.9368932247161865, -0.9183144569396973, -1.013810634613037, -1.1117751598358154, -1.0379223823547363, -0.8200463056564331, -0.9036070108413696, -1.4796791076660156, -0.6017834544181824, -1.1212542057037354, -0.9916054010391235, -0.9509285688400269, -1.1262922286987305, -0.2742646634578705]","[7.368206977844238, 7.349742889404297, 7.3899383544921875, 7.292750358581543, 7.371757984161377, 7.396702766418457, 7.308231353759766, 7.325618743896484, 7.194573402404785, 7.214315414428711, 7.348421096801758, 7.371220588684082, 7.316381454467773, 7.321684837341309, 7.326571464538574, 7.254467010498047, 7.267792701721191, 7.275025367736816, 7.212035655975342, 7.183811187744141, 7.299524307250977, 7.253729820251465, 7.32478666305542, 7.2614946365356445, 7.2941179275512695, 7.194097995758057, 7.373497009277344, 7.30952262878418, 7.327683925628662, 7.350610256195068, 7.233572959899902, 7.276125907897949]",7.300189971923828,7.147253036499023
15,"[-1.358579397201538, -1.0346213579177856, -1.1590614318847656, -1.7093422412872314, -1.1324164867401123, -1.2039302587509155, -1.499121904373169, -0.7801510095596313, -0.9259277582168579, -0.9767585396766663, -1.2567691802978516, -1.0140682458877563, -1.201528787612915, -1.5666934251785278, -1.3096996545791626, -1.0302608013153076, -1.2834473848342896, -1.027329444885254, -1.2866449356079102, -1.169561743736267, -1.5555838346481323, -0.9501913785934448, -0.7694191932678223, -0.7857720851898193, -0.9853847026824951, -0.9357969164848328, -0.9967473745346069, -0.732302725315094, -1.1328799724578857, -0.8895999193191528, -1.0660083293914795, -0.6813962459564209]","[7.363772392272949, 7.233166217803955, 7.25137996673584, 7.32551908493042, 7.385997295379639, 7.350809097290039, 7.28035306930542, 7.268298625946045, 7.224628448486328, 7.2162981033325195, 7.313570976257324, 7.274088382720947, 7.336050033569336, 7.315353870391846, 7.329911231994629, 7.226618766784668, 7.215768814086914, 7.229083061218262, 7.337862014770508, 7.317238807678223, 7.264764308929443, 7.18250036239624, 7.273224830627441, 7.314092636108398, 7.357265472412109, 7.263182640075684, 7.2380876541137695, 7.240511894226074, 7.275640487670898, 7.212928771972656, 7.215573310852051, 7.176575660705566]",7.277686595916748,7.113409519195557
16,"[-1.039268970489502, -1.2014741897583008, -1.3204548358917236, -1.0595093965530396, -1.0739364624023438, -1.1230323314666748, -1.4160528182983398, -1.258976936340332, -1.2680671215057373, -1.1156301498413086, -0.6391153931617737, -0.8784563541412354, -1.3457112312316895, -1.1541962623596191, -1.219020962715149, -0.9231343269348145, -1.562180519104004, -1.6931281089782715, -0.8490209579467773, -1.0477603673934937, -0.916886568069458, -1.184898853302002, -0.9659628868103027, -0.7641922235488892, -0.9984017610549927, -0.9373387098312378, -1.124476432800293, -0.7733720541000366, -1.0148512125015259, -0.7140809893608093, -1.2296777963638306, -0.6589460372924805]","[7.253896236419678, 7.190990447998047, 7.25734806060791, 7.189565658569336, 7.289060115814209, 7.34281587600708, 7.289936065673828, 7.27878475189209, 7.281688690185547, 7.206518173217773, 7.222856521606445, 7.102761268615723, 7.244121551513672, 7.321457862854004, 7.329160213470459, 7.153059005737305, 7.294626712799072, 7.350680828094482, 7.216660976409912, 7.224719047546387, 7.212116241455078, 7.148712635040283, 7.232254981994629, 7.2191338539123535, 7.188546657562256, 7.242607116699219, 7.2578582763671875, 7.213345050811768, 7.24392557144165, 7.175717353820801, 7.207444190979004, 7.17298698425293]",7.2376203536987305,7.074090480804443
17,"[-0.8775467872619629, -0.8662112951278687, -0.8594781160354614, -1.069303035736084, -0.9740222692489624, -1.1524368524551392, -0.7934863567352295, -1.1594178676605225, -1.0809944868087769, -1.096161127090454, -1.247043251991272, -0.8691765069961548, -0.9753324389457703, -1.0442531108856201, -0.7715679407119751, -0.7234598398208618, -0.9167280197143555, -0.9566265344619751, -0.8279327750205994, -1.0556081533432007, -1.0880239009857178, -1.127875566482544, -0.9463284015655518, -0.9517110586166382, -0.6384747624397278, -0.7768951654434204, -1.3448810577392578, -1.3500328063964844, -0.8683923482894897, -1.1670286655426025, -0.8672381639480591, -0.8128973245620728]","[7.217267990112305, 7.087889194488525, 7.235518455505371, 7.140691757202148, 7.219900131225586, 7.232901573181152, 7.257072448730469, 7.278691291809082, 7.160161018371582, 7.209926605224609, 7.157201290130615, 7.23403263092041, 7.242631435394287, 7.147127151489258, 7.147109031677246, 7.243951797485352, 7.105069160461426, 7.133491039276123, 7.125696182250977, 7.216994285583496, 7.19185733795166, 7.268872261047363, 7.205791473388672, 7.210838317871094, 7.232455730438232, 7.151195526123047, 7.231432914733887, 7.160293102264404, 7.20920991897583, 7.191327095031738, 7.148336410522461, 7.0643134117126465]",7.192352771759033,7.03615140914917
18,"[-1.3988938331604004, -1.0968047380447388, -1.4588568210601807, -0.9980875849723816, -1.2172489166259766, -1.5049738883972168, -1.2490794658660889, -1.5085866451263428, -1.2214317321777344, -1.0926589965820312, -1.457484483718872, -1.2574942111968994, -1.3473976850509644, -1.3959171772003174, -1.1327667236328125, -1.460308313369751, -0.6688259840011597, -0.9461276531219482, -0.949775218963623, -1.0983872413635254, -1.0220694541931152, -1.0935012102127075, -0.837879478931427, -1.0150480270385742, -1.0665922164916992, -1.0486894845962524, -1.3230974674224854, -1.0419328212738037, -1.0045528411865234, -1.2169629335403442, -0.7708178162574768, -0.9460223913192749]","[7.349978446960449, 7.21804141998291, 7.271909713745117, 7.152176380157471, 7.285917282104492, 7.232888221740723, 7.180964469909668, 7.196389675140381, 7.249342441558838, 7.188250541687012, 7.164846897125244, 7.198871612548828, 7.141870021820068, 7.329929828643799, 7.200246810913086, 7.305061340332031, 7.194048881530762, 7.112948417663574, 7.227965354919434, 7.0949273109436035, 7.1700263023376465, 7.212862014770508, 7.213566780090332, 7.200996398925781, 7.136300086975098, 7.125973701477051, 7.191195487976074, 7.15965461730957, 7.193538665771484, 7.181870937347412, 7.136966705322266, 7.2916259765625]",7.201357841491699,7.039857864379883
19,"[-1.3336331844329834, -0.9019389748573303, -1.0096983909606934, -1.3818596601486206, -1.024043083190918, -0.9364706873893738, -1.1857035160064697, -1.4902515411376953, -0.9489479064941406, -0.7546687126159668, -0.6721058487892151, -1.198392391204834, -0.9629667401313782, -0.8803119659423828, -1.0824030637741089, -0.7876242399215698, -0.9627780914306641, -0.7503964900970459, -1.0045263767242432, -0.9188851714134216, -1.0074467658996582, -1.1494163274765015, -0.6193950772285461, -0.5964743494987488, -0.9515116810798645, -0.7832099199295044, -0.6725417971611023, -0.9503608345985413, -1.0137380361557007, -0.8581416010856628, -0.8218700885772705, -0.3964984714984894]","[7.201877117156982, 7.2232136726379395, 7.226691246032715, 7.1203765869140625, 7.155778884887695, 7.066145896911621, 7.1756696701049805, 7.206650733947754, 7.231072425842285, 7.172446250915527, 7.203041076660156, 7.290737152099609, 7.209811210632324, 7.107863426208496, 7.1674885749816895, 7.130828857421875, 7.125525951385498, 7.1475629806518555, 7.190036773681641, 7.116398811340332, 7.119699478149414, 7.170876502990723, 7.149111747741699, 7.14687967300415, 7.193340301513672, 7.1543803215026855, 7.175297737121582, 7.13804817199707, 7.117410182952881, 7.21882438659668, 7.171703338623047, 7.179347038269043]",7.168628215789795,6.9913530349731445
20,"[-1.2560856342315674, -0.9644486904144287, -0.9703845977783203, -0.9932617545127869, -0.9040684700012207, -0.9455316066741943, -1.3022520542144775, -1.2657442092895508, -1.0859267711639404, -1.1643708944320679, -1.0958757400512695, -1.210331916809082, -1.2751705646514893, -0.6100152134895325, -1.155975341796875, -0.8719369173049927, -1.1855570077896118, -0.9819662570953369, -0.8885338306427002, -0.9419873952865601, -0.9522669315338135, -0.5379257202148438, -0.8775060176849365, -0.8369503617286682, -0.9092468023300171, -0.9336843490600586, -0.8727062940597534, -1.0402462482452393, -0.9116752743721008, -1.0944864749908447, -1.1718549728393555, -1.0476839542388916]","[7.037001609802246, 7.187400817871094, 7.095818519592285, 7.097276210784912, 7.144425392150879, 7.123934268951416, 7.155420303344727, 7.127943992614746, 7.15385627746582, 7.259210586547852, 7.143404960632324, 7.174017906188965, 7.107079029083252, 7.106005668640137, 7.147266387939453, 7.158318519592285, 7.2279462814331055, 7.125810623168945, 7.155431747436523, 7.055635452270508, 7.145448207855225, 7.059092998504639, 7.095919609069824, 7.115039825439453, 7.12608528137207, 7.196704387664795, 7.058814525604248, 7.020382404327393, 7.154567718505859, 7.134536266326904, 7.163311958312988, 7.115598678588867]",7.130624771118164,6.996913433074951
21,"[-0.7620871663093567, -0.9278885722160339, -0.9149637818336487, -0.791283905506134, -0.8836691975593567, -0.9251483678817749, -0.9114066362380981, -0.5615606307983398, -1.0612196922302246, -0.7999314069747925, -0.9189395904541016, -1.2476112842559814, -0.8538422584533691, -1.0200238227844238, -0.9437426328659058, -0.6643098592758179, -0.7294204831123352, -0.7666204571723938, -0.8716273903846741, -1.0883538722991943, -0.8162802457809448, -0.6541833877563477, -0.7844333052635193, -0.6447992920875549, -1.0188443660736084, -0.7564001083374023, -0.8366285562515259, -0.6804548501968384, -0.8289531469345093, -0.625565767288208, -0.8651652336120605, -0.6336829662322998]","[7.092782020568848, 7.073885917663574, 7.154024124145508, 7.1410231590271, 7.117192268371582, 7.127703666687012, 7.195650100708008, 7.115086078643799, 7.1400370597839355, 7.0736403465271, 7.206181049346924, 7.111520290374756, 7.0594162940979, 7.0776686668396, 7.080592155456543, 7.111139297485352, 7.075156211853027, 7.136828422546387, 7.05606746673584, 7.103880405426025, 7.052791595458984, 7.034992694854736, 7.149994850158691, 7.048367500305176, 7.105784893035889, 7.127838134765625, 7.092894554138184, 7.0873212814331055, 7.103940010070801, 7.069451808929443, 7.1410813331604, 7.052732467651367]",7.104867935180664,6.957277297973633
