epoch,losses_per_batch,avg_tl_batch_train,avg_tl_epoch_train,avg_tl_epoch_val
10,"[-114.70874786376953, -121.88394165039062, -112.13752746582031, -109.51718139648438, -103.74861145019531, -114.85273742675781, -119.24195861816406, -99.67094421386719, -101.81197357177734, -105.35575103759766, -111.08332824707031, -106.64350891113281, -107.04149627685547, -104.81214141845703, -107.81845092773438, -105.05854797363281, -98.66120910644531, -103.69974517822266, -101.54635620117188, -105.02397155761719, -111.61027526855469, -113.08341979980469, -104.60810852050781, -98.09910583496094, -102.70863342285156, -99.24837493896484, -101.26305389404297, -108.07000732421875, -103.65855407714844, -107.40135955810547, -103.83317565917969, -102.83956909179688]","[15.534721374511719, 15.647031784057617, 15.624561309814453, 15.611833572387695, 15.451238632202148, 15.680152893066406, 15.559499740600586, 15.604567527770996, 15.575538635253906, 15.61744499206543, 15.627918243408203, 15.496387481689453, 15.541653633117676, 15.603407859802246, 15.505264282226562, 15.465755462646484, 15.461007118225098, 15.407234191894531, 15.44406795501709, 15.348884582519531, 15.684174537658691, 15.661214828491211, 15.443009376525879, 15.408634185791016, 15.514869689941406, 15.395515441894531, 15.464681625366211, 15.468777656555176, 15.557073593139648, 15.357612609863281, 15.492989540100098, 15.350156784057617]",15.523016929626465,13.793404579162598
11,"[-102.59078979492188, -103.58659362792969, -117.9878158569336, -114.48111724853516, -109.00425720214844, -106.33149719238281, -108.90303039550781, -107.8432846069336, -111.789306640625, -107.27550506591797, -109.23797607421875, -112.05793762207031, -106.12724304199219, -107.74795532226562, -106.44924926757812, -112.2737808227539, -103.79084777832031, -100.26519775390625, -109.0819091796875, -100.93132019042969, -102.25904846191406, -99.18739318847656, -110.36196899414062, -109.47826385498047, -103.19313049316406, -94.4637222290039, -110.79524993896484, -106.82196044921875, -96.79383850097656, -102.31239318847656, -104.19723510742188, -114.15485382080078]","[15.427801132202148, 15.364620208740234, 15.513103485107422, 15.485533714294434, 15.563714027404785, 15.399914741516113, 15.482303619384766, 15.502867698669434, 15.491520881652832, 15.448970794677734, 15.465568542480469, 15.633650779724121, 15.464801788330078, 15.444225311279297, 15.420249938964844, 15.461018562316895, 15.421066284179688, 15.266403198242188, 15.386263847351074, 15.507089614868164, 15.482577323913574, 15.368524551391602, 15.45792007446289, 15.408475875854492, 15.491588592529297, 15.385305404663086, 15.524319648742676, 15.314476013183594, 15.383423805236816, 15.524191856384277, 15.523865699768066, 15.652667999267578]",15.453713417053223,13.746501922607422
12,"[-105.82569885253906, -108.05789184570312, -105.68299102783203, -103.48833465576172, -108.86848449707031, -109.13390350341797, -111.76896667480469, -109.11188507080078, -111.1078872680664, -110.01931762695312, -107.44110107421875, -104.94252014160156, -106.05262756347656, -104.70130157470703, -103.406982421875, -107.86548614501953, -96.6694564819336, -107.7273941040039, -107.17741394042969, -112.47598266601562, -96.91605377197266, -105.54304504394531, -104.47081756591797, -93.83853149414062, -100.12025451660156, -97.47605895996094, -101.27011108398438, -99.13562774658203, -101.22113037109375, -99.26287841796875, -96.39846801757812, -95.73570251464844]","[15.572498321533203, 15.394306182861328, 15.370123863220215, 15.350761413574219, 15.323827743530273, 15.420234680175781, 15.36278247833252, 15.326875686645508, 15.462728500366211, 15.426137924194336, 15.31987476348877, 15.145322799682617, 15.474306106567383, 15.22941780090332, 15.216975212097168, 15.566343307495117, 15.470221519470215, 15.464077949523926, 15.328218460083008, 15.425312995910645, 15.349828720092773, 15.255958557128906, 15.26954460144043, 15.171083450317383, 15.383588790893555, 15.172015190124512, 15.328607559204102, 15.274690628051758, 15.239952087402344, 15.350481033325195, 15.238651275634766, 15.222558975219727]",15.343692779541016,13.62899398803711
13,"[-100.75752258300781, -96.65611267089844, -106.28912353515625, -100.17918395996094, -103.97750091552734, -102.48722839355469, -93.79411315917969, -99.97998046875, -97.33820343017578, -96.16655731201172, -100.41850280761719, -112.36875915527344, -102.08242797851562, -101.94349670410156, -108.29105377197266, -105.05577087402344, -105.28770446777344, -96.6873779296875, -94.62013244628906, -105.32931518554688, -93.65209197998047, -97.69210052490234, -95.81367492675781, -97.6130599975586, -101.81600189208984, -107.43086242675781, -96.99100494384766, -94.90021514892578, -102.46430969238281, -108.31167602539062, -104.90608215332031, -86.1073989868164]","[15.252667427062988, 15.394826889038086, 15.262587547302246, 15.360198020935059, 15.272912979125977, 15.295267105102539, 15.366657257080078, 15.116875648498535, 15.23236083984375, 15.320953369140625, 15.278064727783203, 15.349306106567383, 15.240397453308105, 15.218094825744629, 15.479376792907715, 15.315513610839844, 15.293193817138672, 15.338652610778809, 15.134296417236328, 15.29226303100586, 15.184640884399414, 15.059452056884766, 15.146913528442383, 15.158750534057617, 15.261009216308594, 15.25510025024414, 15.180802345275879, 15.071252822875977, 15.376760482788086, 15.406505584716797, 15.341361999511719, 15.089475631713867]",15.26494026184082,13.653219223022461
14,"[-97.46707153320312, -99.98611450195312, -90.26559448242188, -94.20881652832031, -99.41944885253906, -102.90107727050781, -98.15763854980469, -104.30422973632812, -88.88475036621094, -85.92913818359375, -91.40122985839844, -92.93803405761719, -96.72745513916016, -90.15135955810547, -90.7591323852539, -98.58790588378906, -96.24960327148438, -93.93992614746094, -97.14805603027344, -92.19440460205078, -100.3671646118164, -97.73446655273438, -97.03062438964844, -96.41577911376953, -87.11036682128906, -96.37765502929688, -94.38865661621094, -98.76361083984375, -87.71098327636719, -91.91093444824219, -98.72351837158203, -88.56310272216797]","[15.191387176513672, 15.20280647277832, 15.151058197021484, 15.099967002868652, 15.278196334838867, 15.252326965332031, 15.250580787658691, 15.110481262207031, 15.286937713623047, 15.053592681884766, 15.327066421508789, 15.08156681060791, 15.207942962646484, 15.128451347351074, 15.003275871276855, 15.200440406799316, 15.213183403015137, 15.145950317382812, 14.991013526916504, 15.072942733764648, 15.240324020385742, 15.136868476867676, 15.062593460083008, 15.203075408935547, 15.274330139160156, 15.22006607055664, 15.277375221252441, 15.253861427307129, 15.079105377197266, 15.157418251037598, 15.123895645141602, 15.047005653381348]",15.169275283813477,13.577909469604492
15,"[-100.38752746582031, -95.0862045288086, -98.55525207519531, -101.90284729003906, -92.78397369384766, -97.30509185791016, -99.49711608886719, -104.34815216064453, -102.34683227539062, -96.6841812133789, -102.62762451171875, -99.19406127929688, -100.040771484375, -94.48622131347656, -90.98501586914062, -91.47747802734375, -91.45872497558594, -95.31918334960938, -88.94153594970703, -93.65807342529297, -100.17523956298828, -94.55406188964844, -84.22421264648438, -88.11792755126953, -90.07000732421875, -92.64228820800781, -89.86373901367188, -85.9685287475586, -89.32913208007812, -86.04180908203125, -90.32368469238281, -95.40168762207031]","[15.056053161621094, 15.076936721801758, 15.142606735229492, 15.093170166015625, 15.029901504516602, 15.242834091186523, 15.177993774414062, 15.306143760681152, 15.21763801574707, 15.001167297363281, 15.131227493286133, 15.25471305847168, 15.217951774597168, 15.12774658203125, 15.176189422607422, 15.110443115234375, 15.030508041381836, 15.188264846801758, 15.108890533447266, 15.111772537231445, 15.083853721618652, 15.025493621826172, 15.06342887878418, 15.051469802856445, 15.104564666748047, 15.089001655578613, 14.989551544189453, 14.940425872802734, 15.012853622436523, 15.095100402832031, 14.944378852844238, 14.709762573242188]",15.100151062011719,13.564376831054688
16,"[-94.69859313964844, -88.58456420898438, -92.35298156738281, -90.56752014160156, -89.98965454101562, -90.46104431152344, -91.30931091308594, -88.76585388183594, -90.47416687011719, -86.42721557617188, -86.3128662109375, -87.86466979980469, -81.6955337524414, -83.12228393554688, -85.49766540527344, -86.73255157470703, -83.33912658691406, -84.0243911743164, -91.75715637207031, -83.6816635131836, -83.11644744873047, -84.82878112792969, -81.52781677246094, -91.72059631347656, -91.4295654296875, -79.97257995605469, -84.78001403808594, -87.67649841308594, -82.02973175048828, -83.822998046875, -85.08816528320312, -79.7513198852539]","[15.114461898803711, 14.947010040283203, 15.054301261901855, 15.060232162475586, 15.17544174194336, 15.034276962280273, 15.01522445678711, 14.995525360107422, 15.082674980163574, 14.91695499420166, 14.929888725280762, 15.083266258239746, 15.129293441772461, 14.992435455322266, 15.03531551361084, 15.004661560058594, 14.944860458374023, 14.899209976196289, 14.990015029907227, 15.155778884887695, 14.976444244384766, 14.944620132446289, 14.978635787963867, 14.985698699951172, 15.086705207824707, 14.865083694458008, 15.044050216674805, 14.985371589660645, 14.999130249023438, 14.938610076904297, 14.918889999389648, 15.03652286529541]",15.009382247924805,13.598146438598633
17,"[-89.4603042602539, -85.39641571044922, -86.30783081054688, -91.90522766113281, -87.58930969238281, -89.06370544433594, -88.72251892089844, -89.35296630859375, -77.81019592285156, -83.41143798828125, -83.40693664550781, -86.16212463378906, -81.82217407226562, -86.50891876220703, -81.99057006835938, -75.92772674560547, -82.99552917480469, -81.58612060546875, -77.71222686767578, -78.45769500732422, -74.46178436279297, -81.2209243774414, -73.98780822753906, -87.92577362060547, -82.39614868164062, -80.10132598876953, -85.2430648803711, -79.42221069335938, -80.99129486083984, -74.51610565185547, -77.80784606933594, -73.15437316894531]","[14.965389251708984, 15.061756134033203, 14.919204711914062, 15.009040832519531, 14.919361114501953, 15.185262680053711, 15.019105911254883, 14.966712951660156, 14.909540176391602, 15.07082748413086, 14.917359352111816, 15.052984237670898, 14.956931114196777, 15.003030776977539, 15.108896255493164, 14.848579406738281, 15.079837799072266, 14.931478500366211, 14.937980651855469, 14.822823524475098, 14.862136840820312, 14.915986061096191, 14.957154273986816, 15.019458770751953, 14.954826354980469, 14.85055923461914, 15.124759674072266, 14.827587127685547, 14.939196586608887, 14.856822967529297, 14.850223541259766, 14.7455415725708]",14.96099853515625,13.576904296875
18,"[-77.0981216430664, -70.02105712890625, -76.73031616210938, -83.53782653808594, -77.0071792602539, -71.48112487792969, -75.54244232177734, -77.12387084960938, -76.7986068725586, -78.67731475830078, -80.85760498046875, -73.82937622070312, -74.59546661376953, -69.17556762695312, -69.36872100830078, -77.55711364746094, -68.57479858398438, -71.27613830566406, -69.1722412109375, -75.1794662475586, -69.15721130371094, -70.28404998779297, -72.59464263916016, -70.53575134277344, -70.65998840332031, -78.23553466796875, -70.83584594726562, -66.55242919921875, -71.95823669433594, -73.13960266113281, -68.4724349975586, -69.61054992675781]","[14.86316204071045, 14.812482833862305, 14.96756362915039, 14.816581726074219, 14.837528228759766, 14.840587615966797, 14.974239349365234, 14.931024551391602, 14.765335083007812, 14.988334655761719, 14.899104118347168, 14.914199829101562, 14.79355239868164, 14.798869132995605, 14.79079818725586, 14.809257507324219, 14.691484451293945, 14.721725463867188, 14.673608779907227, 14.897024154663086, 14.80119514465332, 14.683008193969727, 14.765144348144531, 14.772558212280273, 14.75263786315918, 14.917487144470215, 14.783317565917969, 14.854681015014648, 14.735325813293457, 14.750312805175781, 14.957047462463379, 14.796406745910645]",14.824265480041504,13.528890609741211
19,"[-70.53239440917969, -71.08998107910156, -77.88616180419922, -72.03968048095703, -74.95118713378906, -74.58401489257812, -74.48898315429688, -73.70318603515625, -69.68595886230469, -76.268310546875, -70.0545654296875, -75.08599090576172, -74.21858978271484, -68.81564331054688, -66.99053955078125, -69.21163940429688, -68.29135131835938, -64.2098388671875, -64.03369903564453, -72.91455078125, -70.13151550292969, -66.54518127441406, -72.21769714355469, -67.32000732421875, -66.0907974243164, -69.74617767333984, -65.95726776123047, -66.20306396484375, -64.49369812011719, -74.10675048828125, -66.79143524169922, -60.40062713623047]","[14.73401165008545, 14.745256423950195, 14.910772323608398, 14.802027702331543, 14.808343887329102, 14.797830581665039, 14.826224327087402, 14.901378631591797, 14.914346694946289, 14.774112701416016, 14.817255020141602, 14.81993293762207, 14.799205780029297, 14.725982666015625, 14.898117065429688, 14.592569351196289, 14.788352966308594, 14.707236289978027, 14.674139022827148, 14.794659614562988, 14.76515007019043, 14.569722175598145, 14.848403930664062, 14.701483726501465, 14.664009094238281, 14.681102752685547, 14.737008094787598, 14.713692665100098, 14.670686721801758, 14.719282150268555, 14.652874946594238, 14.481474876403809]",14.757617950439453,13.441315650939941
20,"[-73.5718002319336, -69.2583236694336, -69.43220520019531, -68.09339904785156, -77.81425476074219, -65.84049987792969, -77.2254638671875, -77.81494140625, -74.20449829101562, -72.3622055053711, -81.45359802246094, -69.19586181640625, -72.04544067382812, -80.42778015136719, -74.78660583496094, -66.05474853515625, -66.46246337890625, -66.76152038574219, -70.8807601928711, -65.41127014160156, -68.24641418457031, -69.66583251953125, -69.3116455078125, -69.404296875, -60.94026184082031, -66.04974365234375, -73.4823226928711, -65.90496063232422, -70.41217041015625, -66.77934265136719, -63.28086471557617, -67.72366333007812]","[14.696706771850586, 14.636019706726074, 14.655914306640625, 14.756996154785156, 14.606138229370117, 14.64881706237793, 14.655981063842773, 14.716833114624023, 14.773921966552734, 14.723715782165527, 14.967523574829102, 14.74021053314209, 14.758890151977539, 14.794710159301758, 14.687347412109375, 14.594482421875, 14.76192855834961, 14.786189079284668, 14.66015625, 14.655921936035156, 14.550477981567383, 14.646855354309082, 14.70921516418457, 14.56827163696289, 14.669950485229492, 14.668631553649902, 14.587970733642578, 14.631221771240234, 14.72158432006836, 14.589202880859375, 14.527137756347656, 14.496442794799805]",14.680737495422363,13.360143661499023
21,"[-73.76191711425781, -67.64471435546875, -64.64112854003906, -66.0660171508789, -71.85000610351562, -68.63813781738281, -74.31411743164062, -68.8458251953125, -73.36700439453125, -70.44935607910156, -72.24312591552734, -71.22737884521484, -71.69615173339844, -72.26963806152344, -72.81428527832031, -63.14403533935547, -71.02693176269531, -57.81257247924805, -67.84400939941406, -71.9509506225586, -63.565555572509766, -65.68138122558594, -64.2102279663086, -72.20368957519531, -70.67549133300781, -64.26361083984375, -63.89076232910156, -68.56671142578125, -62.667510986328125, -64.41893768310547, -61.24077606201172, -79.53962707519531]","[14.689945220947266, 14.785900115966797, 14.692195892333984, 14.585853576660156, 14.722097396850586, 14.609085083007812, 14.747664451599121, 14.62114143371582, 14.64087963104248, 14.688743591308594, 14.594609260559082, 14.483718872070312, 14.553535461425781, 14.58475112915039, 14.660425186157227, 14.616676330566406, 14.68617057800293, 14.572762489318848, 14.523344039916992, 14.58306884765625, 14.526535034179688, 14.600584983825684, 14.594512939453125, 14.673002243041992, 14.658008575439453, 14.599516868591309, 14.601129531860352, 14.649009704589844, 14.608981132507324, 14.605918884277344, 14.601957321166992, 14.977813720703125]",14.627399444580078,13.376023292541504
22,"[-69.35443878173828, -64.03730010986328, -62.39524459838867, -66.63248443603516, -65.37980651855469, -67.5628662109375, -64.6567611694336, -69.73628234863281, -62.9985466003418, -69.82124328613281, -62.75965881347656, -76.52347564697266, -65.10739135742188, -71.57334899902344, -61.83470153808594, -64.296142578125, -62.999473571777344, -66.44432067871094, -67.93936157226562, -63.8584098815918, -64.00067138671875, -59.04051208496094, -66.38604736328125, -70.20835876464844, -55.449134826660156, -62.959861755371094, -61.951866149902344, -67.04032897949219, -60.93834686279297, -61.55975341796875, -64.40493774414062, -59.69215774536133]","[14.496173858642578, 14.61495590209961, 14.477839469909668, 14.519826889038086, 14.631772994995117, 14.597806930541992, 14.515358924865723, 14.688386917114258, 14.652533531188965, 14.595620155334473, 14.519164085388184, 14.642704010009766, 14.615514755249023, 14.621793746948242, 14.544370651245117, 14.469403266906738, 14.548849105834961, 14.603144645690918, 14.626264572143555, 14.586405754089355, 14.606281280517578, 14.486241340637207, 14.600013732910156, 14.44759750366211, 14.451793670654297, 14.621386528015137, 14.514156341552734, 14.578998565673828, 14.571332931518555, 14.417598724365234, 14.60586166381836, 15.068958282470703]",14.567564964294434,13.348268508911133
